COUNTRY,YEAR,SEX,circulatory_diseases,youth_unemployment_rate,gross_national_income,unemployment_rate,regular_daily_smokers,average_fruit_vegtable_ppd,fat_available_ppd,adult_overweight,self_injury,average_number_of_calories_available_per_person_per_day,total_hospital_beds,Ischaemic_heart_diseas,life_expectancy,alcahol_consumption_liter_per_capita,protein_ppd
Ireland,2007.0,ALL,1592.0,9.2,50530.0,5.0,29.0,221.24,129.49,61.61,1.02,3532.0,22421.0,24.3,79.77,13.17,111.61
Ireland,2008.0,ALL,1547.36,13.59,50940.0,6.0,27.0,237.7,133.24,61.94,0.85,3582.0,21789.0,20.43,79.98,12.18,112.3
Italy,1993.0,ALL,2251.36,30.23,21590.0,10.1,25.7,298.33,144.4,46.05,1.65,3473.0,380420.0,22.09,77.7,10.27,107.71
Italy,1994.0,ALL,2203.27,31.9,20860.0,10.61,25.4,302.27,147.07,46.15,1.49,3489.0,373408.0,21.27,77.92,10.12,108.08
Italy,1995.0,ALL,2151.52,33.6,20670.0,11.17,25.6,297.11,146.75,46.29,1.42,3508.0,356242.0,20.03,78.17,9.62,107.48
Italy,1996.0,ALL,2044.13,34.88,21830.0,11.17,26.4,307.22,148.71,46.47,1.37,3567.0,372352.0,19.06,78.56,9.13,110.45
Italy,1997.0,ALL,2016.59,34.74,22300.0,11.25,25.2,296.21,149.75,46.68,1.17,3582.0,334613.0,18.36,78.84,9.12,110.11
Italy,1998.0,ALL,2037.36,33.93,22220.0,11.34,24.7,294.5,156.85,46.92,1.22,3674.0,315848.0,18.35,78.94,8.98,113.01
Italy,1999.0,ALL,1941.79,33.08,21990.0,10.87,24.7,321.92,159.16,47.18,1.17,3695.0,280438.0,16.61,79.34,8.86,114.75
Italy,2000.0,ALL,1851.07,31.55,21910.0,10.03,24.4,343.25,153.68,47.45,0.99,3668.0,268057.0,15.69,79.74,9.78,113.93
Italy,2001.0,ALL,1746.46,27.88,21190.0,9.0,24.1,293.97,155.24,47.73,0.91,3671.0,262861.0,14.81,80.09,9.68,113.66
Italy,2002.0,ALL,1715.61,27.21,20770.0,8.47,24.0,288.21,155.36,48.0,0.93,3661.0,253411.0,14.46,80.38,9.25,113.12
Italy,2003.0,ALL,1731.2,27.0,23410.0,8.43,24.2,308.4,152.49,48.27,1.07,3621.0,239566.0,14.45,80.17,9.3,111.69
Italy,2005.0,ALL,1594.19,24.1,32480.0,7.8,22.3,336.96,147.86,48.75,0.88,3567.0,234375.0,12.93,80.9,8.65,111.36
Italy,2006.0,ALL,1438.99,21.79,34280.0,6.8,23.0,321.63,156.45,48.95,0.86,3625.0,232168.0,12.32,81.58,8.44,110.88
Italy,2007.0,ALL,1409.19,20.37,35930.0,6.1,22.4,319.32,156.4,49.11,0.91,3618.0,228286.0,11.57,81.69,8.37,110.73
Italy,2008.0,ALL,1364.39,21.19,37980.0,6.8,22.4,308.99,155.89,49.24,0.81,3595.0,223015.0,11.48,81.9,7.96,110.59
Italy,2009.0,ALL,1317.54,25.38,37990.0,7.9,23.3,349.21,152.73,49.33,0.82,3599.0,218264.0,10.91,82.07,7.25,112.01
Italy,2010.0,ALL,1256.58,27.94,37960.0,8.5,23.1,297.95,156.51,49.36,0.73,3583.0,215980.0,10.43,82.5,6.95,111.71
Italy,2011.0,ALL,1247.22,29.24,37980.0,8.5,22.5,285.86,157.55,49.36,0.74,3575.0,208854.0,10.49,82.41,6.98,109.97
Italy,2012.0,ALL,1249.27,35.4,36220.0,10.9,22.1,261.59,157.91,49.34,0.74,3575.0,203723.0,9.89,82.39,7.48,109.11
Italy,2013.0,ALL,1169.68,40.15,35570.0,12.4,21.1,266.16,154.75,49.31,0.65,3579.0,199474.0,9.36,82.92,7.35,108.55
Lithuania,1998.0,ALL,3939.72,25.23,2860.0,13.2,28.3,146.98,75.24,53.28,8.64,3194.0,32185.0,69.65,71.44,6.35,100.76
Lithuania,2000.0,ALL,3702.8,28.56,3210.0,16.4,32.0,159.13,75.44,53.32,9.97,3160.0,30912.0,64.37,72.2,9.87,104.83
Lithuania,2002.0,ALL,3855.41,20.45,3820.0,13.8,28.25,147.14,89.97,53.55,7.17,3276.0,27892.0,69.79,71.86,11.0,108.2
Lithuania,2004.0,ALL,3656.26,20.26,6010.0,10.9,27.0,162.41,94.9,53.94,8.46,3361.0,25551.0,74.31,72.05,12.1,116.77
Lithuania,2005.0,ALL,3762.92,15.75,7560.0,8.3,24.5,189.47,100.81,54.17,9.08,3463.0,24200.0,81.48,71.27,12.42,120.0
Lithuania,2006.0,ALL,3702.67,9.97,8800.0,5.8,26.5,195.76,101.33,54.41,7.56,3466.0,23379.0,83.48,71.02,13.34,118.88
Lithuania,2008.0,ALL,3465.67,13.37,12680.0,5.8,24.2,162.34,102.63,54.9,7.34,3522.0,22958.0,76.09,71.82,13.79,127.1
Lithuania,2010.0,ALL,3347.3,35.72,12570.0,17.8,21.8,117.91,97.92,55.39,5.33,3290.0,22190.0,69.42,73.32,13.22,114.36
Lithuania,2012.0,ALL,3136.66,26.63,14100.0,13.4,20.5,147.37,92.0,55.89,4.3,3330.0,22206.0,65.89,74.16,14.97,115.45
Lithuania,2014.0,ALL,2947.74,19.25,16070.0,10.7,20.2,140.64,94.99,56.41,3.68,3387.0,21176.0,57.98,74.79,14.9,120.39
Luxembourg,2004.0,ALL,1706.29,16.85,62680.0,5.11,27.0,289.94,155.74,50.63,0.47,3489.0,2929.0,18.8,80.04,12.34,108.11
Luxembourg,2005.0,ALL,1711.64,13.68,73180.0,4.49,23.0,276.72,151.94,50.94,1.5,3502.0,2691.0,14.71,80.26,12.31,110.05
Luxembourg,2006.0,ALL,1702.49,15.98,71370.0,4.73,21.0,287.6,146.63,51.19,1.35,3505.0,2671.0,23.6,80.09,12.5,109.84
Luxembourg,2007.0,ALL,1638.1,14.82,85730.0,4.07,21.0,274.82,145.07,51.4,1.2,3501.0,2721.0,13.35,80.3,12.27,108.71
Luxembourg,2008.0,ALL,1473.97,17.75,86000.0,5.06,20.0,295.19,146.16,51.55,1.13,3511.0,2721.0,14.74,81.54,11.99,108.17
Luxembourg,2009.0,ALL,1426.84,17.09,70650.0,5.12,19.0,256.46,143.81,51.66,0.92,3511.0,2721.0,10.37,81.55,11.98,108.09
Luxembourg,2010.0,ALL,1283.21,14.17,77640.0,4.36,18.0,196.18,140.34,51.72,2.06,3526.0,2721.0,12.11,81.48,11.84,110.28
Luxembourg,2011.0,ALL,1277.2,16.74,79210.0,4.9,17.0,192.16,137.69,51.75,0.45,3533.0,2736.0,10.68,81.65,11.74,113.96
Luxembourg,2012.0,ALL,1183.69,18.61,87950.0,5.14,17.0,187.81,140.37,51.75,0.17,3541.0,2736.0,9.24,82.18,11.67,115.68
Luxembourg,2013.0,ALL,1068.79,15.4,85160.0,5.85,16.0,186.95,141.93,51.73,0.16,3539.0,2746.0,13.43,82.72,11.25,113.96
Luxembourg,2014.0,ALL,1039.5,22.2,86760.0,5.85,15.0,174.16,137.99,51.7,0.66,3495.0,2746.0,11.61,83.03,11.42,111.76
Luxembourg,2015.0,ALL,1007.34,17.26,73530.0,6.67,15.0,172.57,139.84,51.67,0.75,3467.0,2746.0,9.82,83.08,11.37,112.23
Latvia,1998.0,ALL,4295.85,26.95,2870.0,14.1,35.7,114.61,89.1,46.97,12.79,2847.0,23165.0,100.26,69.11,8.94,80.38
Latvia,1999.0,ALL,4160.86,23.57,2990.0,14.3,29.2,134.09,89.16,47.41,12.47,2839.0,21594.0,87.94,70.18,8.84,79.69
Latvia,2000.0,ALL,4120.48,21.27,3320.0,14.4,33.0,130.07,92.44,47.9,12.45,2785.0,20773.0,88.27,70.51,7.13,76.96
Latvia,2002.0,ALL,4126.67,25.29,3940.0,12.5,33.2,153.97,109.41,48.97,11.16,3005.0,18174.0,91.22,70.25,7.44,81.26
Latvia,2004.0,ALL,3996.2,21.81,5830.0,11.7,30.1,161.3,119.5,50.13,9.3,3077.0,17911.0,84.32,70.98,8.81,86.04
Latvia,2006.0,ALL,3710.21,13.63,8930.0,7.0,30.4,162.53,128.18,51.31,9.47,3213.0,17407.0,94.25,70.6,10.4,90.76
Latvia,2008.0,ALL,3403.37,13.67,13530.0,7.7,27.9,158.61,120.4,52.45,7.45,3157.0,16907.0,79.65,72.13,11.84,96.02
Latvia,2010.0,ALL,3290.18,36.18,12650.0,19.5,33.7,137.6,120.0,53.51,5.99,3136.0,11920.0,69.29,73.16,9.83,96.33
Latvia,2012.0,ALL,3223.88,28.51,13800.0,15.0,34.3,141.72,118.0,54.51,5.92,3108.0,11972.0,61.47,74.13,10.2,92.09
Latvia,2014.0,ALL,3065.04,19.59,15340.0,10.8,36.1,171.18,122.47,55.48,6.35,3208.0,11279.0,55.55,74.77,10.6,98.68
Malta,2002.0,ALL,2258.5,15.49,10710.0,6.9,23.4,279.18,104.15,63.05,1.27,3343.0,2963.0,29.9,78.73,6.12,110.33
Malta,2008.0,ALL,1697.4,11.67,20410.0,6.0,20.4,306.39,111.24,64.48,1.21,3371.0,3025.0,25.4,79.85,6.87,112.39
Malta,2009.0,ALL,1677.74,14.57,20310.0,6.9,20.4,300.76,110.67,64.58,0.68,3379.0,1993.0,17.99,80.5,7.1,109.52
Malta,2014.0,ALL,1351.94,11.69,24560.0,5.8,20.1,266.92,117.71,64.64,0.79,3415.0,1994.0,17.76,82.24,7.14,115.74
Netherlands,1991.0,ALL,2122.43,11.1,21280.0,5.4,38.0,206.03,139.0,40.17,1.11,3344.0,86359.0,34.63,77.32,10.03,99.4
Netherlands,1992.0,ALL,2082.37,8.15,23520.0,5.3,36.2,256.4,136.28,40.77,1.21,3315.0,86015.0,31.4,77.53,10.03,98.61
Netherlands,1993.0,ALL,2162.68,10.46,24040.0,6.5,36.1,210.99,148.67,41.37,1.19,3323.0,85192.0,30.87,77.16,9.67,102.94
Netherlands,1994.0,ALL,2023.4,11.35,25370.0,7.5,37.1,211.98,136.87,41.98,1.04,3236.0,82692.0,29.29,77.67,9.68,101.09
Netherlands,1995.0,ALL,2008.84,12.15,27690.0,7.0,35.7,213.79,145.94,42.6,1.2,3364.0,81437.0,27.76,77.7,9.8,110.21
Netherlands,1996.0,ALL,1944.06,11.46,29750.0,6.6,35.7,205.79,148.76,43.21,1.32,3374.0,80907.0,22.82,77.72,9.8,109.25
Netherlands,1997.0,ALL,1855.07,9.76,29800.0,5.5,35.5,182.46,146.77,43.82,1.29,3271.0,80964.0,20.83,78.1,10.05,104.41
Netherlands,1998.0,ALL,1833.17,8.75,28260.0,4.4,34.6,177.55,156.39,44.4,1.07,3361.0,80195.0,20.21,78.17,9.93,106.66
Netherlands,1999.0,ALL,1800.69,7.39,28670.0,3.5,33.8,217.51,148.0,44.96,1.25,3283.0,79690.0,18.96,78.1,10.06,104.89
Netherlands,2000.0,ALL,1751.15,5.27,28840.0,2.9,32.4,219.03,146.17,45.47,1.1,3265.0,76859.0,21.53,78.28,10.13,107.25
Netherlands,2001.0,ALL,1680.74,4.39,27420.0,2.6,28.81,223.29,143.72,45.94,1.23,3254.0,74625.0,18.37,78.49,9.82,108.78
Netherlands,2002.0,ALL,1657.23,4.58,27090.0,3.1,27.62,229.92,143.95,46.35,1.19,3249.0,73814.0,17.74,78.56,9.72,102.0
Netherlands,2003.0,ALL,1592.98,6.59,31030.0,5.9,26.7,213.43,130.35,46.72,1.21,3141.0,73011.0,17.9,78.79,9.48,97.67
Netherlands,2004.0,ALL,1498.06,8.02,37390.0,6.8,25.38,224.26,133.44,47.03,1.15,3197.0,72804.0,15.01,79.41,9.57,105.06
Netherlands,2005.0,ALL,1421.33,11.87,42110.0,7.0,25.21,213.11,140.09,47.27,1.06,3231.0,72698.0,14.42,79.67,9.5,105.05
Netherlands,2006.0,ALL,1331.83,10.02,45950.0,6.1,25.2,224.25,132.44,47.46,0.78,3213.0,78140.0,13.02,80.07,9.58,108.6
Netherlands,2007.0,ALL,1269.93,9.36,49150.0,5.3,23.15,240.67,131.63,47.58,0.9,3237.0,77680.0,11.91,80.53,9.45,106.02
Netherlands,2008.0,ALL,1213.81,8.56,52770.0,4.8,23.29,228.71,132.7,47.64,0.93,3228.0,77270.0,10.9,80.67,9.51,108.0
Netherlands,2009.0,ALL,1142.6,10.2,53840.0,5.4,22.61,199.79,126.98,47.63,0.94,3213.0,76980.0,10.29,81.0,9.12,110.69
Poland,2004.0,ALL,2866.6,39.83,6250.0,19.0,32.0,177.29,113.15,51.91,1.46,3380.0,254601.0,35.66,74.98,9.19,99.1
Poland,2005.0,ALL,2776.15,36.65,7340.0,17.6,33.0,166.11,113.32,52.61,1.41,3370.0,248860.0,33.23,75.12,9.07,98.71
Poland,2006.0,ALL,2673.45,29.66,8460.0,13.8,29.0,164.63,112.39,53.3,1.44,3353.0,246851.0,32.51,75.38,9.74,98.72
Poland,2009.0,ALL,2552.36,20.52,12500.0,11.9,29.0,180.81,116.52,55.27,1.02,3418.0,253815.0,27.1,75.91,10.17,100.66
Poland,2011.0,ALL,2275.4,25.62,12890.0,12.5,31.0,183.12,124.05,56.49,1.0,3471.0,252281.0,24.07,76.91,10.24,102.85
Poland,2013.0,ALL,2253.6,27.17,13390.0,13.4,27.0,161.2,118.88,57.66,1.02,3404.0,251383.0,22.58,77.21,10.8,101.07
Portugal,1994.0,ALL,2612.05,14.64,10450.0,6.8,26.0,265.9,124.43,49.59,1.51,3489.0,39219.0,20.5,75.52,14.05,108.33
Portugal,1996.0,ALL,2565.89,17.04,12100.0,7.2,19.5,283.03,127.62,50.43,1.25,3507.0,40099.0,19.8,75.34,12.84,109.24
Portugal,1999.0,ALL,2213.84,9.17,12260.0,4.4,20.5,322.78,133.18,51.75,1.12,3561.0,38262.0,17.85,76.26,13.18,114.29
Portugal,2014.0,ALL,1100.92,34.79,21200.0,14.5,16.8,250.62,133.24,54.61,0.91,3377.0,34522.0,12.37,81.39,10.2,111.12
Romania,1992.0,ALL,5495.62,24.64,1250.0,8.4,22.2,148.25,83.56,39.88,5.15,2835.0,179169.0,65.27,69.58,8.81,85.27
Romania,1994.0,ALL,5328.18,22.25,1270.0,10.9,22.5,182.39,80.68,40.49,4.54,2931.0,174900.0,70.9,69.36,7.84,89.61
Romania,2000.0,ALL,4870.53,17.74,1710.0,6.9,20.8,199.7,91.4,43.54,3.58,3141.0,172656.0,62.58,71.24,9.0,94.86
Romania,2003.0,ALL,5069.01,19.44,2250.0,7.0,21.4,260.46,101.73,45.97,3.77,3365.0,146620.0,61.69,71.32,11.55,106.37
Romania,2008.0,ALL,4117.53,18.75,8800.0,4.4,20.2,235.37,107.62,50.83,2.31,3402.0,141327.0,50.98,73.47,12.38,110.58
Romania,2011.0,ALL,3844.74,23.64,8650.0,5.2,26.8,254.46,102.77,53.91,1.83,3336.0,130970.0,42.4,74.6,9.58,104.02
Slovakia,1998.0,ALL,4164.83,23.05,5430.0,13.7,32.0,170.34,105.48,49.17,2.13,2939.0,43348.0,60.65,72.8,12.13,78.24
Slovakia,2003.0,ALL,3928.19,33.05,6980.0,17.4,22.1,132.91,105.58,51.11,1.91,2790.0,38938.0,48.96,73.88,10.23,73.75
Slovakia,2004.0,ALL,3800.29,32.91,9060.0,18.2,28.0,132.31,104.61,51.59,1.73,2817.0,37129.0,47.54,74.31,10.52,71.26
Slovakia,2009.0,ALL,3338.26,27.4,17150.0,12.1,19.4,162.88,108.2,54.12,1.1,2899.0,35248.0,47.38,75.42,11.13,72.53
Slovakia,2014.0,ALL,2413.56,29.7,18280.0,13.2,22.9,107.33,118.8,56.6,0.81,2823.0,31348.0,33.45,77.07,10.26,71.58
Slovenia,1999.0,ALL,2513.93,18.5,11320.0,7.6,24.5,218.11,105.84,50.61,1.43,3062.0,10959.0,25.32,75.76,12.28,103.52
Slovenia,2001.0,ALL,2234.95,15.69,10950.0,6.4,23.7,186.02,115.36,51.36,0.75,3055.0,10286.0,24.53,76.48,11.58,99.98
Slovenia,2005.0,ALL,2218.48,15.97,18310.0,6.5,23.0,239.31,117.61,52.69,1.08,3071.0,9666.0,19.33,77.57,11.19,98.09
Slovenia,2006.0,ALL,1984.12,13.87,19820.0,6.0,18.5,218.26,118.94,52.95,0.56,3120.0,9567.0,17.24,78.35,12.26,98.18
Slovenia,2007.0,ALL,2013.04,10.11,21800.0,4.9,18.9,202.82,119.6,53.18,0.92,3143.0,9414.0,17.43,78.53,11.02,98.26
Slovenia,2012.0,ALL,1623.68,20.64,23260.0,8.9,19.2,162.9,118.88,53.77,0.68,3160.0,9349.0,16.48,80.39,10.95,98.26
Slovenia,2014.0,ALL,1575.67,20.24,23620.0,9.7,18.9,190.03,113.56,53.85,0.93,3203.0,9356.0,15.05,81.34,10.92,98.94
Sweden,1991.0,ALL,2539.1,7.85,29110.0,3.9,25.1,149.92,122.4,39.5,1.47,2942.0,102152.0,37.68,77.94,7.47,94.14
Sweden,1992.0,ALL,2469.66,13.51,31340.0,6.5,25.9,154.81,123.68,40.12,1.38,3053.0,57778.0,34.13,78.33,7.5,98.68
Sweden,1993.0,ALL,2470.8,22.46,28200.0,10.2,23.3,153.16,128.88,40.75,1.29,3137.0,52991.0,32.98,78.32,7.51,100.6
Sweden,1994.0,ALL,2275.78,22.4,27690.0,10.6,22.7,161.21,125.62,41.41,1.2,3087.0,45537.0,31.45,79.03,7.71,100.15
Sweden,1995.0,ALL,2287.55,19.34,28070.0,10.0,22.8,146.87,132.91,42.08,0.99,3088.0,42359.0,30.84,79.07,7.33,96.11
Sweden,1996.0,ALL,2228.28,21.05,30400.0,10.7,22.3,152.59,123.81,42.76,1.22,3039.0,38139.0,27.01,79.29,6.9,97.27
Sweden,1997.0,ALL,2155.95,21.31,31390.0,11.0,19.2,162.69,128.97,43.45,1.06,3087.0,34885.0,18.63,79.49,7.11,99.56
Sweden,1998.0,ALL,2129.58,17.1,31110.0,9.3,19.1,164.85,123.79,44.13,1.13,3063.0,33234.0,16.7,79.58,6.8,99.97
Sweden,1999.0,ALL,2078.05,15.88,31300.0,7.9,19.3,173.36,124.57,44.78,1.19,3115.0,32755.0,24.1,79.63,6.88,102.34
Sweden,2000.0,ALL,1994.41,9.31,31610.0,6.7,18.9,172.11,122.96,45.4,1.02,3099.0,31765.0,23.51,79.92,6.2,101.92
Sweden,2001.0,ALL,1938.38,11.66,29720.0,5.9,18.9,176.9,124.55,45.99,0.94,3124.0,29122.0,22.5,80.01,6.5,103.9
Sweden,2002.0,ALL,1909.05,12.94,29090.0,6.0,17.8,185.83,125.01,46.53,1.15,3133.0,27925.0,21.11,80.09,6.88,107.7
Sweden,2003.0,ALL,1841.39,14.3,32750.0,6.6,17.5,193.68,123.61,47.04,0.92,3124.0,27332.0,20.09,80.37,6.88,108.19
Sweden,2004.0,ALL,1720.06,18.51,39790.0,7.4,16.2,198.06,125.22,47.5,1.09,3147.0,27088.0,18.16,80.54,6.51,108.34
Sweden,2005.0,ALL,1669.87,21.92,45770.0,7.8,15.9,193.83,124.25,47.92,0.91,3122.0,26478.0,17.73,80.82,6.53,108.02
Sweden,2006.0,ALL,1624.78,21.43,49150.0,7.1,14.5,200.42,122.03,48.3,0.88,3091.0,26223.0,16.79,81.05,6.81,107.69
Sweden,2007.0,ALL,1580.35,19.15,52310.0,6.2,14.0,203.45,121.94,48.63,1.15,3089.0,26196.0,16.98,81.19,6.98,107.05
Sweden,2008.0,ALL,1535.81,20.06,55720.0,6.1,15.0,222.93,125.61,48.9,0.77,3128.0,25862.0,16.35,81.35,7.02,108.93
Sweden,2009.0,ALL,1465.95,24.88,52640.0,8.4,14.3,209.4,127.33,49.13,0.91,3126.0,25653.0,15.04,81.6,7.31,107.66
Sweden,2010.0,ALL,1439.34,24.64,54630.0,8.6,13.6,150.66,129.79,49.31,0.98,3149.0,25566.0,14.54,81.76,7.38,108.49
Sweden,2011.0,ALL,1381.82,22.65,56700.0,7.8,13.1,152.1,132.29,49.44,0.75,3163.0,25566.0,13.84,81.99,7.31,107.76
Sweden,2012.0,ALL,1373.36,23.49,59090.0,8.0,12.8,154.73,134.35,49.56,0.67,3172.0,24927.0,12.56,81.9,7.23,105.86
Sweden,2013.0,ALL,1304.1,23.33,61800.0,8.0,10.7,153.04,130.49,49.65,0.81,3186.0,24905.0,12.69,82.11,7.32,108.84
Sweden,2014.0,ALL,1251.65,22.62,61870.0,7.9,11.9,154.64,135.03,49.75,0.83,3198.0,24603.0,11.97,82.44,7.2,108.08
